baseProduct,brandName,code,crossedPrice,name,price,priceToCrossedPrice
PF23072PA231_GIMO,Giuseppe Di Morabito,UPV1113064,3950,Rhinestone Mesh Flared Pants,790,0.2
PF23079PAC212_GIMO,Giuseppe Di Morabito,UPV1113017,3600,Rhinestone Hot Shorts,720,0.2
PF23188TO231_GIMO,Giuseppe Di Morabito,UPV1113065,5150,Rhinestone Mesh Hooded Top,1030,0.2
PF23196TO229_GIMO,Giuseppe Di Morabito,UPV1113005,2550,Light Wool Tank Bustier Top,510,0.2
PF23315DRC212_GIMO,Giuseppe Di Morabito,UPV1113001,5050,Rhinestone Tank Mini Dress,1010,0.2
PF23V516_DKAY,Dice Kayek,UPV1112219,6550,Cropped Blazer Jacket,1310,0.2
ACWMTS157_ACWL,A-Cold-Wall,UPV1107462,1050,Strata Bracket T-Shirt,210,0.2
P4SF03_ERCA,Erika Cavallini,UPV1113244,2050,Raffia Polo Shirt,615,0.3
PRE23DR0327JRS_MRQS,Marques Almeida,UPV1113373,1400,Long Sleeve Draped Dress,350,0.25
PRE23TP0244CTN_MRQS,Marques Almeida,UPV1113320,1350,Draped Slip Top,405,0.3
PRE23TP0489JRR_MRQS,Marques Almeida,UPV1113361,1550,Tafeta Peplum Tank Top,465,0.3
PRE23TP0514GGT_MRQS,Marques Almeida,UPV1113286,5500,Chiffon Feather Trim Top,1650,0.3
TRS105TOLIMANC_QSMI,Qasimi,UPV1110179,1750,Toliman Elasticated Pants,350,0.2
23094070_KHTE,Khaite,UPV1114962,6950,Mahni Round Neck Long Sleeves Top,1390,0.2
233DR1953_ALVA,Alexandre Vauthier,UPV1115780,9250,Ruched Metallic Midi Dress,1850,0.2
233KDR1988_ALVA,Alexandre Vauthier,UPV1115803,6250,Knit Cutout Maxi Dress,1250,0.2
365-3641_STUD,Staud,FUAE870363D,1150,Colby Off Shoulder Top,230,0.2
399001573_MRKT,Market,UPV1119635,290,Sanitation Dept T-Shirt,55,0.1896551724137931
399001588_MRKT,Market,UPV1119654,290,Fantasy Farm T-Shirt,55,0.1896551724137931
5379480_KHTE,Khaite,UPV1115036,5450,Trina Long Sleeves Midi Dress,1090,0.2
41054076_KHTE,Khaite,UPV1115023,4750,Tudi Lip Print Midi Skirt,950,0.2
BB18005_BRXB,Bronx And Banco,UPV1119803,4500,Rihanna Starlight Nude Mini Dress,900,0.2
IP5587_Y-3,Y-3,UPV1116357,1370,Padded Sweatpants,270,0.19708029197080293
IP7931_Y-3,Y-3,UPV1116343,1370,Wide Cargo Pants,270,0.19708029197080293
JS33B10425_JOSH,Joshua x Smiley,UPV1114566,3200,Brushed Pearl Coat,640,0.2
JS33B10429_JOSH,Joshua x Smiley,UPV1114541,625,Embroidered Smiley Cropped T-Shirt,125,0.2
398000373_MRKT,Market,UPV1119606,380,Warped Beware Long Sleeve T-Shirt,75,0.19736842105263158
H63087_Y-3,Y-3,UPV1116352,1370,Knit Crew Neck Sweatshirt,270,0.19708029197080293
MG112Z_ALLS,AllSaints,UPV1120444,535,Tierra Logo Straight Cuffed Sweatpants,210,0.3925233644859813
NW23PFSK00778_NHKA,Nanushka,UPV1124776,1550,Miray Mini Skirt,310,0.2
WM050Z_ALLS,AllSaints,UPV1124212,860,Layla Off-The-Shoulder Shirred Top,430,0.5
WX005Z_ALLS,AllSaints,UPV1114848,700,Sofi Silk Blend Peggy Pyjama Trousers,280,0.4
395000626_MRKT,Market,UPV1119670,440,Inner Peace Sweat Shorts,85,0.19318181818181818
395000629_MRKT,Market,UPV1119614,700,Triple Stitch Sweatpants,140,0.2
WE64TO510H_VTMN,Vetements,UPV1119839,1950,Lace-up Tank Top,485,0.24871794871794872
NW23PFTP01877_NHKA,Nanushka,UPV1124811,450,Petra Sleeveless Draped Top,300,0.6666666666666666
WF802P_ALLS,AllSaints,UPV0844929,1250,Donita Leather Boots,625,0.5
38160265791_BEAMS,BEAMS+,FUAE870975D,1750,Single Breasted Smoking Blazer,350,0.2
E3WA01_ERCA,Erika Cavallini,FUAE872430D,2250,Long Sleeves V-Neck Midi Dress,560,0.24888888888888888
FW20210601_NUE,NUE,FUAE873717D,4050,Spiral One Shoulder Dress,810,0.2
DK56D_DKMA,David Koma,FUAE871449D,5600,Sequin One Shoulder Asymmetric Hem Open Leg Midi Dress,1120,0.2
1690T_ALIS,Alemais,FUAE875214D,950,Luca Long Sleeve Top,190,0.2
MC048T_ALLS,AllSaints,UPV0901956,2015,Manor Wool Coat,805,0.39950372208436724
WD926V_ALLS,AllSaints,UPV0906329,915,Sparkle Dress,75,0.08196721311475409
WE771S_ALLS,AllSaints,UPV0814592,650,"Duran Mid-Rise Skinny Cargo Jeans, Black",260,0.4
WD196V_ALLS,AllSaints,UPV0906559,1025,Lilliana Kettu Dress,410,0.4
MS096X_ALLS,AllSaints,UPV0985311,580,Distortion Leopard Print Shirt,145,0.25
MD040W_ALLS,AllSaints,UPV0946935,229,Figure Crew T-Shirt,90,0.3930131004366812
ME036W_ALLS,AllSaints,UPV0935810,800,Jack Selvedge Straight Cropped Jeans,320,0.4
MG119W_ALLS,AllSaints,UPV0947400,515,Omiri Cuffed Slim Sweatpants,205,0.39805825242718446
MF041X_ALLS,AllSaints,UPV0985369,445,Lobke Pullover Hoodie,220,0.4943820224719101
MG371W_ALLS,AllSaints,UPV0956580,285,Snakepit Crew T-Shirt,110,0.38596491228070173
WM001X_ALLS,AllSaints,UPV0985789,430,Nyla Lace Bodysuit,215,0.5
WF0012Z_ALLS,AllSaints,UPV0973005,855,Klara Metallic Leather Sandals,425,0.49707602339181284
WK006X_ALLS,AllSaints,UPV0985124,805,Cole Crew Neck Jumper,200,0.2484472049689441
WE009X_ALLS,AllSaints,UPV0985876,645,Debbie High-Rise Relaxed Jeans,320,0.49612403100775193
WT039W_ALLS,AllSaints,UPV0956951,475,Aleida Tri Trousers,190,0.4
WF547X_ALLS,AllSaints,UPV0986193,805,Sheer Leather Shimmer Trainers,400,0.4968944099378882
WF006Z_ALLS,AllSaints,UPV0960959,455,Bell Leather Sliders,225,0.4945054945054945
FTB34_BITO,BITOSSI,UPV1036642,120,La Tavola Peperoncino Dessert Plate,45,0.375
MD045X_ALLS,AllSaints,UPV0986477,215,Lobke Crew T-Shirt,105,0.4883720930232558
MG278X_ALLS,AllSaints,UPV0986555,300,Nico Crew T-Shirt,150,0.5
SK3ME0001S76737_KOCH,Koche,UPV1036467,2280,Wrinkled Poly Asymmetric Midi Skirt,455,0.19956140350877194
SK3NL0010STZ085_KOCH,Koche,UPV1036485,3800,Feather Detail Tulle Sleeveless Top,760,0.2
SK3CT0114STZ084_KOCH,Koche,UPV1036474,4250,Chiffon Knit Sleeveless Maxi Dress,850,0.2
MZ0063A_ALLS,AllSaints,UPV0993354,595,Douglas Script High Top Trainers,295,0.4957983193277311
MG287X_ALLS,AllSaints,UPV0989364,300,Refract Crew T-Shirt,120,0.4
MD046X_ALLS,AllSaints,UPV1036878,215,Lobke Crew T-Shirt,105,0.4883720930232558
PX563_PRTX,Paris Texas,UPV1048085,2020,MALENA PLATFORM SANDAL,305,0.15099009900990099
MS185X_ALLS,AllSaints,UPV1042998,535,Missouri Embroidered Shirt,130,0.24299065420560748
ME035X_ALLS,AllSaints,UPV1043310,595,Cigarette Damaged Skinny Jeans,295,0.4957983193277311
NW23PFPA00678_NHKA,Nanushka,UPV1124851,1750,Eveline Leggings,350,0.2
MF102X_ALLS,AllSaints,UPV1042879,515,Muse Half Zip Funnel Sweatshirt,255,0.49514563106796117
WF718X_ALLS,AllSaints,UPV1041679,1265,Donita Leather Ankle Boots,630,0.4980237154150198
WS038V_ALLS,AllSaints,UPV1043811,700,Phia Snake Pleated Skirt,280,0.4
WP036X_ALLS,AllSaints,UPV1043267,805,Norah High-Rise Relaxed Trousers,400,0.4968944099378882
WE031Y_ALLS,AllSaints,UPV1065198,700,Hailey High-Rise Tapered Jeans,280,0.4
WD221X_ALLS,AllSaints,UPV1043280,970,Alexia Lilly Silk Blend Dress,240,0.24742268041237114
WM032X_ALLS,AllSaints,UPV1041634,320,Ava Top,80,0.25
2304P21171_AREA,Area,UPV1125119,4250,Crystal Embellished Slit Trousers,850,0.2
23MFLA09_AYAQ,Andrea Ya'aqov,UPV1125575,1350,Regular Long Sleeve Shirt,270,0.2
92XH113818504_CORL,Corneliani,UPV1132014,4450,Peach Cotton Stretch Blazer,1110,0.24943820224719102
2361124_ATLE,Altea,UPV1131865,1500,Maglia Sweater,300,0.2
ID9668_ADDS,Adidas,UPV1125633,900,Ultraboost Premium 2.0 Low Top Sneakers,180,0.2
WD048Z_ALLS,AllSaints,UPV1126238,1080,Tulia Ronnie Sheer Frilled Mini Dress,430,0.39814814814814814
23W1PA0396182_THMU,Mugler,UPV1127473,4500,Cutout Straight Legs Pants,900,0.2
ERL07B002_ERL,ERL,UPV1133442,2050,Cowboy Combo Shirt,510,0.24878048780487805
ERL07P010_ERL,ERL,UPV1133444,2750,Corduroy Printed Cargo Pants,685,0.24909090909090909
ERL07T023_ERL,ERL,UPV1133453,1950,Rainbow Hoodie,485,0.24871794871794872
NW23FWTP00844_NHKA,Nanushka,UPV1124901,1200,Isano Turtle Neck Front Drape Mini Dress,240,0.2
NW23PFDR00878_NHKA,Nanushka,UPV1124897,2350,Elima Button Up Halter Neck Maxi Dress,470,0.2
NW23PFDR01377_NHKA,Nanushka,UPV1124913,2750,Lucca Waist Knotted Sleeveless Maxi Dress,550,0.2
PICO_BONNBlu,Bonnie & Clyde,UPV1128029,0,Pico Round Frame Sunglasses,210,0
TN233DPA5P03_TINT,THISISNEVERTHAT,UPV1126673,600,Carprenter Pants,120,0.2
TN233WPAKP02_TINT,THISISNEVERTHAT,UPV1126731,700,Crazy Work Pants,140,0.2
MS040Z_ALLS,AllSaints,UPV1134317,535,Tekisuto Lip Print Short Sleeve Shirt,210,0.3925233644859813
WD101Z_ALLS,AllSaints,UPV1134377,1080,Ophelia Silk Blend Lace Trim Slip Dress,430,0.39814814814814814
S386_GIVM,The Giving Movement,UPV1128584,600,RE-FORM100 WIDE LEG PLEATED PANTS,120,0.2
00350X07_NEUS,Neous,UPV1199131,2320,Bophy Fabric Mules,460,0.19827586206896552
605MBRECD_ERDM,Erdem,UPV1200078,3920,Samuel Cotton Drill Brown Chino,780,0.1989795918367347
5912012_WDLR,Wandler,UPV1199610,2030,Rosa Flat Ankle Boot,405,0.19950738916256158
AW22012_BTNA,Bettina Vermillon,UPV1198946,1620,Isabela Laminato High Heel Sandal,320,0.19753086419753085
AW22022_BTNA,Bettina Vermillon,UPV1199467,1620,Shearling Slide,320,0.19753086419753085
Cherbai0001_ILIO,Ilio Smeraldo,UPV1199565,1660,Cher Bai Chain High Heel Sandals,330,0.19879518072289157
BL056_ARON,Aeron,UPV1199358,3720,ANJOU RAW SUITING BLAZER,740,0.1989247311827957
Claire0001_ILIO,Ilio Smeraldo,UPV1198770,1250,Plexiglass Wedge Sandal By Claire Rose,250,0.2
Ilenia0011_ILIO,Ilio Smeraldo,UPV1198997,1600,Strappy Sandal By Ilenia Toma,320,0.2
Jiyoung0001_ILIO,Ilio Smeraldo,UPV1199343,1600,Toe Ring Mule By Jiyoung Kim,320,0.2
Kateyoung0001_ILIO,Ilio Smeraldo,UPV1198993,1910,Re-Envisioned Clog By Kate Young,380,0.19895287958115182
PF22P312_DKAY,Dice Kayek,UPV1199947,2980,Wide Leg Cropped Pants,595,0.19966442953020133
NANCY_NERV,Nervi,UPV1199888,4140,Nancy Double Georgette One Shoulder Mini Dress,825,0.19927536231884058
OB005M_OZBO,Ozwald Boateng,UPV1199957,6900,Classic Bomber Jacket,1380,0.2
NOZOMI_NERV,Nervi,UPV1199885,5590,Nozomi Double Georgette Cape Detail Mini Dress,1115,0.19946332737030412
OB007EWTM_OZBO,Ozwald Boateng,UPV1198756,4660,Elastic Waist Trouser,930,0.19957081545064378
OB012M_OZBO,Ozwald Boateng,UPV1199760,7890,Safari Jacket,1575,0.19961977186311788
OB013M_OZBO,Ozwald Boateng,UPV1198752,4680,Safari Trouser,935,0.1997863247863248
OB014M_OZBO,Ozwald Boateng,UPV1199070,1460,Swim Shorts,290,0.19863013698630136
VX01_PRHY,Pierre Hardy,UPV1199996,2050,103 High Top Sneakers,410,0.2
2-2-006-219-100_APL,APL,UPV1198115,1020,Tech Loom Bliss Sneaker,200,0.19607843137254902
51TSCC_PAFN,Post Archive Faction,UPV1134869,2925,5.1 Center Shirt,585,0.2
30660213_SRCH,Simone Rocha,UPV1197863,3790,Pleated Apron Midi Skirt,755,0.19920844327176782
9013544_CWEB,Cornelia Webb,UPV1198466,1205,Pipe Chain Bracelet,300,0.24896265560165975
EC22AW6P-002B_EUDN,Eudon Choi,UPV1198199,1800,Elijah Cotton Wide Leg Trousers,360,0.2
EC22PF2J-003_EUDN,Eudon Choi,UPV1198355,2910,Carter Wool Tailoring Jacket,580,0.19931271477663232
GD233TSWHO01_TINT,THISISNEVERTHAT,UPV1193334,550,GD Dancing Bears Hoodie,110,0.2
FLORSNW-962_STNC,,UPV1198503,850,Flor Matte Viscose Knit Tank Top,170,0.2
BZ606007_EBRU,Ebruly,UPV1137487,5705,Hand painted table,1710,0.2997370727432077
AW22DR0289BRC_MRQS,Marques Almeida,UPV1198178,1685,Janis Dress With Split,335,0.19881305637982197
AW22JK0164BRC_MRQS,Marques Almeida,UPV1198398,1745,Draped Fitted Jacket,345,0.1977077363896848
MS051Z_ALLS,AllSaints,UPV1135085,645,Skink Snake Print Relaxed Fit Shirt,255,0.3953488372093023
MS248Z_ALLS,AllSaints,UPV1192644,535,Simmons Formal Slim Fit Ramskull Shirt,265,0.4953271028037383
PF22_5907PBT_ERDM,Erdem,UPV1198327,3380,Koren Penrose Twill Sleeveless Top,675,0.1997041420118343
WM074Z_ALLS,AllSaints,UPV1135157,645,Abi Long Sleeve Draped Wrap Over Top,320,0.49612403100775193
51OCRB_PAFN,Post Archive Faction,UPV1134829,4200,5.1 Right Coat,840,0.2
WH012Z_ALLS,AllSaints,UPV1135164,700,Eliana Organic Cotton Cut Out Back Shirt,350,0.5
MS252Z_ALLS,AllSaints,UPV1135169,535,Lorella Textured Ramskull Slim Fit Shirt,265,0.4953271028037383
12009322056_APL,APL,UPV1200606,1130,Techloom Wave,225,0.19911504424778761
2-2-007-322-632_APL,APL,UPV1200636,1020,Tech Loom Breeze Sneaker,200,0.19607843137254902
2-2-011-322-688_APL,APL,UPV1200236,1150,Tech Loom Tracer Sneaker,230,0.2
2-2-012-421-001_APL,APL,UPV1200230,1470,Streamline Sneaker,290,0.19727891156462585
E412-BGE-DBV_PLMR,Palmer Harding,UPV1201685,1450,Singe Twisted Double Faced Twill Top,290,0.2
BELLA_KIKA,Kika Vargas,UPV1201258,750,Bella Printed Bodysuit,150,0.2
F22SH46_CHEB,Christopher Esber,UPV1201347,1970,Cropped Tie Shirt,390,0.19796954314720813
DK11T_DKMA,David Koma,UPV1200569,5770,Crystal Embroidered Flame Net Instert Top,1150,0.19930675909878684
LOLA_KIKA,Kika Vargas,UPV1201793,1020,Lola Nylon Shorts,200,0.19607843137254902
28CHZE_CHZE,Crystal Haze,UPV1200198,410,Oslo Chain,100,0.24390243902439024
MF220159VIC_MONS,Monse,UPV1201565,2760,Strappy Knit Top,550,0.19927536231884058
MF220701SWG_MONS,Monse,UPV1200442,4380,Bustier Trousers,875,0.1997716894977169
SB-SS22-009_S133,Studio 133,UPV1201042,920,Cotton Muslin Printed Bralette,180,0.1956521739130435
2104602P_KITR,Kitri,UPV1201902,620,Janice Pink Vinyl Trousers,120,0.1935483870967742
23MFLA08_AYAQ,Andrea Ya'aqov,UPV1125570,1300,Oversized Long Sleeve Shirt,260,0.2
23MRIF22_AYAQ,Andrea Ya'aqov,UPV1125586,1350,Ribstop Crew Neck Sweatshirt,270,0.2
23MVER34A_AYAQ,Andrea Ya'aqov,UPV1125613,1550,Relaxed Straight Leg Pants,310,0.2
92PH103811628_CORL,Corneliani,UPV1131948,1600,Classic Collar Popeline Shirt,400,0.25
ABCDFW23CRDH_ABC,Advisory Board Crystals ,UPV1133552,2250,Crystal Rivet Denim Hoodie,450,0.2
ABCFW23FJWP_ABC,Advisory Board Crystals ,UPV1133501,1650,Floral Work Pants,330,0.2
ABCFW23VPSS_ABC,Advisory Board Crystals ,UPV1133555,800,Velvet Sweatshirt,160,0.2
924H073818504_CORL,Corneliani,UPV1132035,1800,Peach Cotton Stretch Pants,450,0.25
ERL07B01_ERL,ERL,UPV1133466,1650,Cowboy Combo Shirt,410,0.24848484848484848
ERL07T001_ERL,ERL,UPV1133439,725,Venice T-Shirt,180,0.2482758620689655
NL-T003-051_DGAR,COMME des GARCONS GIRL,UPV1126439,2200,Polka Dot Skirt,550,0.25
ORMV0356A0_MRNI,Marni,UPV1202074,1000,DOUBLE CRYSTAL CLIP ON EARRING,200,0.2
TN233TPAWP03_TINT,THISISNEVERTHAT,UPV1126668,525,Graffiti Sweatpants,105,0.2
WF543Z_ALLS,AllSaints,UPV1126331,1350,Ker Lace Up Ski Hook Leather Boots,675,0.5
S475CR_GIVM,The Giving Movement,UPV1129713,400,Re-Crink100© Crinkle Flared Pant,80,0.2
S385_GIVM,The Giving Movement,UPV1129171,700,Re-Form100© Split Hem Pant,140,0.2
12007322311_APL,APL,UPV1200397,1020,Techloom Breeze,200,0.19607843137254902
12007322632_APL,APL,UPV1200584,1020,Techloom Breeze,200,0.19607843137254902
2-2-005-118-100_APL,APL,UPV1200314,850,Tech Loom Phantom Sneaker,170,0.2
1422WTP004178A_VBHM,Victoria Beckham,UPV1200484,3880,Sequin Cami Top,775,0.19974226804123713
603MKBT_ERDM,Erdem,UPV1200066,2440,Lionel Kallmus Twill Pyjama,485,0.1987704918032787
8712011_WDLR,Wandler,UPV1198884,1970,June Mid Heel Mule,390,0.19796954314720813
CROMBY_NERV,Nervi,UPV1199483,5920,Cromby Sequin Detail Long Sleeve Mini Dress,1180,0.19932432432432431
Geraldine0001_ILIO,Ilio Smeraldo,UPV1199345,1490,Lace Up Flat Sandal By Geraldine Boublil,295,0.19798657718120805
12009120102_APL,APL,UPV1200663,1130,Techloom Wave,225,0.19911504424778761
LX01X_PL_PRHY,Pierre Hardy,UPV1199993,2260,Trek Planet Sneakers,450,0.19911504424778761
PF22C620_DKAY,Dice Kayek,UPV1199527,3520,Puff Sleeve Shirt,700,0.19886363636363635
PRE22TP0434SHT_MRQS,Marques Almeida,UPV1200513,1460,Shirt With Frill Collar,290,0.19863013698630136
12006322626_APL,APL,UPV1200599,1020,Techloom Bliss,200,0.19607843137254902
3267141_PHIL,Philosophy,UPV1199714,1990,Suspender Detail Faux Leather Trousers,395,0.1984924623115578
5067126_PHIL,Philosophy,UPV1199905,4430,Stamped Chain Detail Blazer,885,0.19977426636568849
1422WDR004202A_VBHM,Victoria Beckham,UPV1198333,5120,Chevron Detail Dolman Dress,1020,0.19921875
1422WTR004240A_VBHM,Victoria Beckham,UPV1197997,2850,Straight Leg Printed Pyjama Trouser,570,0.2
51BTCB_PAFN,Post Archive Faction,UPV1134853,3475,5.1 Center Trousers,695,0.2
412-6255_STUD,Staud,UPV1198505,1290,Parallel Pant,255,0.19767441860465115
E011-SAF-SAT_PLMR,Palmer Harding,UPV1198006,2450,Twisted Hammered Satin Shirt,490,0.2
ABCFW23MLP_ABC,Advisory Board Crystals ,UPV1133556,1050,Moire Lounge Pants,210,0.2
ABCFW23TDSH_ABC,Advisory Board Crystals ,UPV1133562,925,Crystal Tie-Dye Shorts,185,0.2
AW22JK0100DOU_MRQS,Marques Almeida,UPV1198362,3680,Oversized Blazer,735,0.19972826086956522
CORBUSNW-1031_STNC,,UPV1198634,1200,Slim Flared Pants,240,0.2
MS034Z_ALLS,AllSaints,UPV1192624,645,Gozo Tropical Print Relaxed Fit Shirt,320,0.49612403100775193
CF0245_THMP,Thompson,UPV1202705,645,Cufflinks/Thomp/ White Bronze PlatingGunmetal gear in High P,160,0.24806201550387597
CL7428_THMP,Thompson,UPV1202624,580,Silver Monument-Shaped Cufflinks,170,0.29310344827586204
N225_TIME,Timeless Pearly,UPV1202583,1550,Red and White Beaded Necklace with Baroque Pearl,385,0.24838709677419354
ORMV0334A0_MRNI,Marni,UPV1202569,2400,PURPLE GREY CLIP STATEMENT EARRINGS,480,0.2
MS060Y_ALLS,AllSaints,UPV1072559,630,Catalina Hawaiian Shirt,250,0.3968253968253968
WE037Y_ALLS,AllSaints,UPV1076347,535,Kym High-Rise Straight Jeans,210,0.3925233644859813
WT001Y_ALLS,AllSaints,UPV1076327,1455,London Single Breasted Blazer,725,0.49828178694158076
WE004Y_ALLS,AllSaints,UPV1072636,535,April High-Rise Distressed Jeans,210,0.3925233644859813
MD070Y_ALLS,AllSaints,UPV1071385,190,Brace Brushed Cotton T-Shirt,75,0.39473684210526316
MI004Y_ALLS,AllSaints,UPV1077369,325,Catalina Swim Shorts,130,0.4
WF525Y_ALLS,AllSaints,UPV1066295,700,Shay Leather Studded Sandals,350,0.5
WF514Y_ALLS,AllSaints,UPV1066286,755,Saki Crossover Leather Sandals,375,0.4966887417218543
WF516Y_ALLS,AllSaints,UPV1066273,755,Saki Metallic Leather Crossover Sandals,375,0.4966887417218543
WOZBO2_OZBO,Ozwald Boateng,UPV1202740,1980,PRINTED TRIBAL SILK SHORTS,395,0.1994949494949495
CH005_CHZE,Crystal Haze,UPV1202575,1500,VALENTINE CHAIN NECKLACE,375,0.25
WM051Y_ALLS,AllSaints,UPV1072706,755,Eldia Silk Blend Cami Top,185,0.24503311258278146
370-2742_STUD,Staud,UPV1201646,900,Saltwater Knit Mini Skirt,180,0.2
CH002_CHZE,Crystal Haze,UPV1202383,175,NOSTALGIA BEAR SINGLE HOOP GREEN HAZE,40,0.22857142857142856
BOCB_TIME,Timeless Pearly,UPV1202262,1055,Mismatched Golden Huggie Earrings,260,0.24644549763033174
BB01CO_MCLQ,Macon & Lesqouy,UPV1202463,80,brooc h - Gold heart (Small Box),20,0.25
BB01MCF_MCLQ,Macon & Lesqouy,UPV1202467,85,Broche - Mini Cœurs Familly (petite boite),25,0.29411764705882354
BB01PH_MCLQ,Macon & Lesqouy,UPV1202470,165,Broche - Tête de Perruche (grande boite),45,0.2727272727272727
MERCURIO_LARB,Laura B,UPV1201750,1060,Studded Gunmetal Ring,315,0.2971698113207547
MF220132VIC_MONS,Monse,UPV1201650,2390,Double Layer Knit Top,475,0.19874476987447698
ORMV0358A0_MRNI,Marni,UPV1202082,1520,CRYSTAL STATEMENT CLIP ON EARRING,300,0.19736842105263158
VAR00822_VARL,Varley,UPV1201017,290,Lets Move Kellam Sports Bra,55,0.1896551724137931
PCCB_MCLQ,Macon & Lesqouy,UPV1202503,70,Felt Key Ring Blue,20,0.2857142857142857
PCCN_MCLQ,Macon & Lesqouy,UPV1202504,70,Felt Key Ring Black,20,0.2857142857142857
WOZBO5_OZBO,Ozwald Boateng,UPV1200744,8380,PRINTED TRIBAL SILK SHORT KIMONO,1675,0.19988066825775655
22IN2S0A0269015_N21,N°21,UPV1094573,2450,Palm Print Crew Neck Sweater,490,0.2
516-7939_STUD,Staud,UPV1098218,1450,Sea Stripe Alita Long Sleeve Tunic Dress,290,0.2
A-04-3287-190_ANBG,Anine Bing,UPV1096160,775,Natalia Mini Skirt,155,0.2
F123DO6313_TIBI,Tibi,UPV1079267,1900,Douillet Crew Neck Easy Pullover,380,0.2
CALBRssa13pmMax_HADR,Hadoro,UPV1091686,2500,Alligator Case iPhone 13 Pro Max,1000,0.4
C141673218_GHOS,Ghostine,UPV1091221,445,Marbled Santa Metal Candle Holder,85,0.19101123595505617
MD122Y_ALLS,AllSaints,UPV1095584,375,Rafa Oversized Polo Shirt,150,0.4
RPR1B2AW31_TAJD,Tajrid,UPV1091580,1450,MARBLE ARTIFACT SURAT YUSUF 1264 THE HOLY QURAAN,580,0.4
S8LLIEWM_SUNY,Sunny Life,UPV1092335,280,Red Luxe Lie-on Float,110,0.39285714285714285
TN231WSHTS02_TINT,THISISNEVERTHAT,UPV1094275,525,Lips Rayon Shirt,105,0.2
T000TW8250_TIBI,Tibi,UPV1079220,3300,Tropical Wool Max Blazer,660,0.2
S0LTUBRW_SUNY,Sunny Life,UPV1092073,415,Multicolour Inflatable Rainbow Floater,165,0.39759036144578314
WD053Y_ALLS,AllSaints,UPV1093594,535,Samara Lace Panelled Frill Trim Top,210,0.3925233644859813
WE079Y_ALLS,AllSaints,UPV1099920,535,Dax High-Rise Skinny Jeans,265,0.4953271028037383
ACWMB209_ACWL,A-Cold-Wall,UPV1107415,2500,Ando Cargo Pants,500,0.2
10604bis_mycoat_FORT,Forte Forte,UPV1109709,3850,Mirror Embroidered Boucle Jacket,1155,0.3
11066_mydress_FORT,Forte Forte,UPV1109679,3800,Embroidered Long Sleeves Maxi Dress,1140,0.3
11077_mydress_FORT,Forte Forte,UPV1109639,2900,Open Back Flared Long Sleeves Maxi Dress,870,0.3
11091_mydress_FORT,Forte Forte,UPV1109695,2900,Butterfly Sleeves Kaftan Maxi Dress,870,0.3
10679_myt-shirt_FORT,Forte Forte,UPV1109632,1900,Sequin Velvet Long Sleeve Top,570,0.3
A04555728_PHIL,Philosophy,UPV1109038,3250,Stretch Velvet Collar Detail Long Sleeve Midi Dress,650,0.2
GW4652_ADDS,Adidas,UPV1104102,900,Nmd S1 Low Top Sneakers,180,0.2
HQ9019_ADDS,Adidas,UPV1103974,0,Superstar Millencon Low Top Sneakers,110,0
5191B1025_SRCH,Simone Rocha,UPV1104388,2750,Embellished Neckline Classic Shirt,550,0.2
MT580VB2_NEWB,New Balance,UPV1104875,195,580 Low Top Sneakers,155,0.7948717948717948
MG299Y_ALLS,AllSaints,UPV1100714,300,Wilderness Crew Neck Relaxed Fit T-Shirt,120,0.4
MT580NV2_NEWB,New Balance,UPV1104961,195,580 Low Top Sneakers,155,0.7948717948717948
WS065Y_ALLS,AllSaints,UPV1109466,700,Alex Smocked Side Split Midi Skirt,280,0.4
N65C3411_MRSA,Marchesa Notte,UPV1106621,3150,Off Shoulder Floral Mini Dress,630,0.2
N65M3410_MRSA,Marchesa Notte,UPV1106657,4500,One Shoulder Asymmetric Gown,900,0.2
MD119Y_ALLS,AllSaints,UPV1100881,300,Luca Oversized Crew Neck Washed T-Shirt,120,0.4
WD349Y_ALLS,AllSaints,UPV1099964,645,Dina Evita Leopard Print Mini Dress,255,0.3953488372093023
A03207140_PHIL,Philosophy,UPV1108985,2650,High Waist Leather Trousers,530,0.2
10631_myjacket_FORT,Forte Forte,UPV1109746,1450,Viscose Wool Gilet,435,0.3
10632_mypants_FORT,Forte Forte,UPV1109785,1650,Viscose Wool Straight Leg Trousers,495,0.3
2302SK00807_NUE,NUE,UPV1114409,3150,Livia Asymmetric Mini Skirt,630,0.2
11056_mypants_FORT,Forte Forte,UPV1109777,1800,Sequin Metallic High Waist Pants,540,0.3
11101_myshirt_FORT,Forte Forte,UPV1109798,2500,Velvet Leopard Print Long Sleeves Shirt,750,0.3
10665_myjacket_FORT,Forte Forte,UPV1109757,3100,Fringe Tulle Jacket,930,0.3
A23083JLM088_LHNI,La Haine Inside Us,UPV1111897,400,Viscose V-Neck T-Shirt,100,0.25
A23083MLM036_LHNI,La Haine Inside Us,UPV1111972,410,Comfort Short Sleeve T-Shirt,100,0.24390243902439024
4-23-1-8_GA81,GAUGE81,UPV1111583,1200,Melita Top,240,0.2
4-23-2-1_GA81,GAUGE81,UPV1111580,1350,Karoo Fitted Mini Skirt,270,0.2
4-23-2-20_GA81,GAUGE81,UPV1111584,2450,Gravia Plunge Neck Mini Dress,490,0.2
4-23-3-17_GA81,GAUGE81,UPV1111561,1000,Orme Baguette Strap Bodysuit,200,0.2
